2.68,5.40E-05
7.97,5.40E-05
8.81,5.40E-05
9.22,5.40E-05
9.66,5.40E-05
9.91,0.000161
10.3,0.000295
10.8,0.000215
11.3,0.000134
12.2,0.000268
13.2,0.000349
14.3,0.000322
15.3,0.000188
16.3,0.000242
17.1,0.000295
18,0.000215
18.8,0.000242
19.7,0.000322
20.5,0.000403
21.2,0.000295
21.9,0.000268
22.6,0.000349
23.3,0.00043
23.9,0.000376
24.6,0.000268
25.3,0.000376
26,0.000456
26.7,0.00043
27.4,0.000322
27.9,0.000349
28.6,0.000456
29.5,0.000349
30.5,0.000322
31.6,0.00043
32.5,0.000403
33.4,0.000349
34.7,0.000537
35.9,0.000403
36.9,0.000403
38.1,0.000403
39.4,0.000564
40.9,0.000483
42.8,0.000403
44.7,0.000564
46.9,0.00051
49.1,0.00043
50.9,0.00051
53.1,0.000564
55.3,0.000456
57.8,0.000537
60.3,0.000752
62.8,0.000591
65.3,0.000537
68.4,0.000644
71.3,0.000698
74.4,0.000591
77.5,0.000644
80.9,0.000779
84.4,0.000698
87.8,0.000671
91.6,0.000832
95.6,0.000805
99.7,0.000725
104,0.000832
108,0.000886
112,0.000886
117,0.000752
121,0.00094
126,0.00102
130,0.000886
135,0.000886
140,0.001047
145,0.001128
150,0.001101
156,0.000993
161,0.001154
167,0.001262
173,0.001154
180,0.001262
186,0.001396
193,0.001369
199,0.001342
206,0.00153
213,0.001584
219,0.001476
226,0.001664
233,0.001772
240,0.001772
247,0.001879
254,0.002013
261,0.00204
268,0.002067
276,0.002309
283,0.002416
290,0.002443
297,0.002631
304,0.002926
311,0.003007
319,0.003195
325,0.003544
331,0.003731
338,0.003919
341,0.004403
347,0.004778
353,0.005101
356,0.005584
359,0.006174
366,0.006631
369,0.00706
375,0.007651
378,0.008161
381,0.008671
388,0.009074
391,0.009772
394,0.01028
400,0.01066
403,0.01111
406,0.01173
413,0.01219
416,0.01262
419,0.01305
425,0.01358
428,0.0142
431,0.0146
438,0.01506
441,0.01568
444,0.01621
450,0.0167
453,0.0171
456,0.01777
459,0.01823
466,0.01871
469,0.01914
472,0.01978
475,0.02043
478,0.02089
484,0.02137
488,0.02196
491,0.0226
494,0.02314
497,0.02357
500,0.02416
503,0.02483
506,0.02542
513,0.02593
516,0.02652
519,0.02722
522,0.02773
525,0.02829
528,0.02891
531,0.02964
534,0.03015
538,0.03071
538,0.03138
541,0.03213
544,0.03262
547,0.03329
550,0.03396
553,0.03463
556,0.03525
559,0.03592
559,0.0367
563,0.03726
566,0.03791
569,0.03868
572,0.03936
572,0.03997
575,0.0407
578,0.04148
581,0.04215
581,0.04282
584,0.0436
588,0.04443
588,0.0451
591,0.04574
594,0.04658
594,0.04736
597,0.04808
597,0.04872
600,0.0495
603,0.05039
603,0.05117
606,0.05187
606,0.05262
609,0.05353
609,0.05433
613,0.05503
613,0.05578
616,0.05664
616,0.05756
619,0.05836
619,0.05903
622,0.05997
622,0.06091
622,0.06164
625,0.06239
625,0.06335
628,0.06424
628,0.06499
628,0.0658
631,0.06671
631,0.06762
631,0.0684
634,0.06931
634,0.07028
634,0.07106
638,0.07184
638,0.07283
638,0.07382
641,0.07452
641,0.07544
641,0.07648
641,0.07731
644,0.07812
644,0.07919
644,0.08011
644,0.08091
647,0.0819
647,0.08293
647,0.08373
647,0.0847
650,0.08572
650,0.08655
650,0.08746
650,0.08856
653,0.0895
653,0.09031
653,0.09135
653,0.09237
653,0.09321
653,0.09425
656,0.09535
656,0.09621
656,0.09718
656,0.09815
656,0.09927
656,0.1002
656,0.101
659,0.1022
659,0.1033
659,0.1041
659,0.1051
659,0.1062
659,0.1072
659,0.1081
659,0.1091
663,0.1103
663,0.1112
663,0.1122
663,0.1133
663,0.1145
663,0.1153
663,0.1163
663,0.1175
663,0.1185
663,0.1195
663,0.1206
666,0.1217
666,0.1227
666,0.1238
666,0.1249
666,0.1259
666,0.127
666,0.1281
666,0.1291
666,0.1303
666,0.1314
666,0.1323
666,0.1335
666,0.1347
666,0.1357
666,0.1369
666,0.138
666,0.1391
666,0.1401
666,0.1414
666,0.1424
666,0.1435
666,0.1446
666,0.1459
666,0.1468
666,0.148
666,0.1492
666,0.1502
666,0.1514
666,0.1526
666,0.1537
666,0.1549
666,0.1561
666,0.1572
666,0.1583
666,0.1597
666,0.1607
666,0.1619
666,0.1631
666,0.1644
666,0.1655
666,0.1667
666,0.1679
666,0.1692
666,0.1703
666,0.1716
666,0.1729
666,0.174
666,0.1752
666,0.1766
666,0.1777
666,0.1788
663,0.1803
663,0.1815
663,0.1827
663,0.184
663,0.1853
663,0.1865
663,0.1878
663,0.189
663,0.1905
659,0.1917
659,0.193
659,0.1942
659,0.1957
659,0.1969
659,0.1981
659,0.1995
656,0.2008
656,0.2021
656,0.2032
656,0.2047
653,0.206
653,0.2074
653,0.2086
653,0.2101
650,0.2114
650,0.2125
650,0.214
647,0.2153
647,0.2166
647,0.2178
644,0.2193
644,0.2207
641,0.2219
641,0.2232
641,0.2246
638,0.2259
638,0.2272
634,0.2286
634,0.2301
631,0.2313
631,0.2326
628,0.2341
628,0.2354
625,0.2366
625,0.238
622,0.2395
619,0.2408
619,0.2421
616,0.2435
613,0.245
613,0.2463
609,0.2475
606,0.249
603,0.2506
603,0.2518
600,0.2532
597,0.2546
594,0.256
591,0.2573
591,0.2588
588,0.2603
584,0.2616
581,0.2628
575,0.2644
